;config_320_avg;config_320_std;config_320_run_0;config_320_run_1;config_320_run_2
Standard_Acc;80,2133;0,2504;80,3700;80,4100;79,8600
RMSCE;0,0242;0,0037;0,0243;0,0287;0,0197
gaussian_noise;57,4333;0,6128;57,0000;58,3000;57,0000
shot_noise;62,1667;1,1557;61,3000;63,8000;61,4000
impulse_noise;63,8333;1,3816;65,7000;62,4000;63,4000
defocus_blur;73,8000;0,5715;74,1000;74,3000;73,0000
glass_blur;61,2333;0,6944;62,2000;60,6000;60,9000
motion_blur;71,2333;1,1813;70,3000;72,9000;70,5000
zoom_blur;72,6333;0,1700;72,4000;72,8000;72,7000
snow;68,1667;1,3425;66,3000;69,4000;68,8000
frost;72,4333;0,9843;71,3000;72,3000;73,7000
fog;72,7667;0,5793;72,9000;72,0000;73,4000
brightness;77,1667;1,2970;76,3000;76,2000;79,0000
contrast;74,8667;0,5437;75,6000;74,7000;74,3000
elastic_transform;69,9000;0,5715;70,2000;69,1000;70,4000
pixelate;66,8667;0,9393;66,9000;68,0000;65,7000
jpeg_compression;56,4333;1,3524;58,0000;56,6000;54,7000
speckle_noise;61,0333;1,9602;63,4000;58,6000;61,1000
gaussian_blur;68,7333;2,2881;68,6000;66,0000;71,6000
spatter;72,4000;0,6481;72,1000;71,8000;73,3000
saturate;73,9000;1,0033;75,3000;73,0000;73,4000
blue_noise;59,9000;1,0033;60,8000;58,5000;60,4000
brownish_noise;42,2000;1,7963;42,2000;40,0000;44,4000
checkerboard_cutout;64,6667;0,2625;64,8000;64,9000;64,3000
circular_motion_blur;73,8667;0,7717;74,2000;72,8000;74,6000
inverse_sparkles;40,7667;1,4055;39,4000;42,7000;40,2000
lines;52,2333;1,3300;51,1000;51,5000;54,1000
pinch_and_twirl;73,7000;1,5253;71,7000;75,4000;74,0000
ripple;63,2333;0,8807;62,0000;64,0000;63,7000
sparkles;64,8000;1,3491;64,0000;66,7000;63,7000
transverse_chromatic_abberation;49,7667;1,9154;49,0000;47,9000;52,4000
Acc_C-all-19;68,2632;0,1600;68,4158;68,0421;68,3316
Acc_C-original-15;68,0622;0,1242;68,0333;68,2267;67,9267
Acc_C-bar-10;58,5133;0,5170;57,9200;58,4400;59,1800
Acc_all-ex-pixelwise-noise-24;65,7403;0,2779;65,4542;65,6500;66,1167
RMSCE_C;0,0809;0,0079;0,0806;0,0906;0,0714
Combined_Noise;67,5133;0,1862;67,2500;67,6500;67,6400
